wallet_age,transaction_volume_total,transaction_count,active_days,average_tx_value,gas_spent_total,tokens_held,DEX_activity_count,contract_interactions,NFT_activity,liquidation_events,scam_interaction_count,failed_transaction_count,eth_ratio,btc_ratio,nft_ratio,nft_collection_diversity,average_eth_holding_age,average_btc_holding_age,predicted_holding_duration,credit_score
488,70172,916,402,760,14979,19,65,182,17,1,4,15,0.38961547050430895,0.32002764546741913,0.29035688402827187,13,182.0408406544925,44.53789254227737,154.36126199873922,495.21490523748423
117,11916,42,108,1448,45523,23,64,156,6,2,2,2,0.4065197753282622,0.4625576209260171,0.13092260374572062,14,229.31439970939252,52.249495501280705,246.41344746714415,455.4205272746608
402,5809,655,158,1427,43565,24,178,165,16,0,0,8,0.5051129122917731,0.2994476249605626,0.19543946274766424,5,356.27009549704115,214.86245511490097,149.34316478434056,654.478833149386
129,33201,888,338,1399,29328,11,123,109,38,0,1,3,0.3016624774699907,0.3362754163671123,0.3620621061628969,16,139.72833576439513,65.15462540986307,255.70646649671767,607.4631774539287
901,54330,88,165,1992,48375,46,163,96,35,1,0,4,0.44355739955960244,0.334671737163181,0.22177086327721657,7,339.25320238514735,37.486174122997205,274.2938956719008,695.6099973142648
693,14456,937,199,1807,13867,34,151,17,39,0,2,10,0.36449054064823055,0.36789609018068775,0.26761336917108164,15,120.23456759046553,87.45685421208744,261.33513453388105,563.9197859884522
160,57397,956,380,1112,26851,28,154,70,44,0,1,8,0.32943190344829,0.3360897146619427,0.33447838188976736,13,361.339945933691,219.22447228485743,68.17726375498101,676.6619084462175
691,39765,468,272,1324,32279,5,129,192,3,0,4,2,0.528984079219255,0.24457677601892266,0.2264391447618224,16,254.53833508724324,265.61921976384235,250.05923360931936,645.89288145909
338,35816,579,89,1568,31527,5,158,126,37,0,3,5,0.4563189717913229,0.4185606204258536,0.12512040778282338,12,185.27634592011458,97.83031898736229,123.7958290671226,539.5948131048902
799,46106,992,409,1447,8866,21,56,96,24,2,4,10,0.2891994604097263,0.4590016854312492,0.2517988541590244,7,235.48579340130763,253.86691146473845,39.64845914072673,526.0842978754778
373,54932,547,261,1158,16449,12,77,0,4,0,4,8,0.3238493711764712,0.507033766634074,0.16911686218945476,16,121.29794162846927,91.12957091824182,168.96827508279958,539.3641622730502
521,18100,491,106,1076,11685,4,193,131,29,1,3,14,0.337204966103326,0.3556290330596856,0.30716600083698853,13,121.84824226634132,235.50823792147114,175.23693943927336,449.93286305541926
443,58091,439,269,581,24544,49,28,3,11,1,3,2,0.36719654015453845,0.3832178790638393,0.24958558078162224,3,68.04077218757044,168.00649276509262,186.5033346730696,556.9162868550385
835,22949,747,269,827,6451,42,14,124,3,0,3,0,0.2987717872704429,0.4457678978662167,0.25546031486334025,15,68.20684973130858,249.0228356267616,266.11609540588995,645.0266518331925
415,71080,294,112,579,22642,20,11,81,23,1,1,19,0.30780182253111127,0.34797982737454675,0.34421835009434204,3,146.4700333920853,363.34267208054786,133.4626760627238,550.0493153088203
221,38744,525,49,1188,42316,38,100,26,28,0,0,18,0.2717301584988196,0.4779707612551054,0.25029908024607506,7,285.5565850952845,344.16868335290826,135.61897188981408,606.3859883766743
985,46543,986,282,1131,40954,25,155,170,8,1,0,13,0.40481223510440784,0.35265197286077365,0.24253579203481845,18,233.67034114538444,31.434388875094715,50.2850058408223,628.7917348424105
306,93193,108,110,1424,39870,14,83,58,3,1,3,16,0.41664731083010054,0.36385097376990694,0.21950171539999264,14,64.36582771089198,326.6219860613724,260.08510735741913,517.8443334467117
190,37187,406,368,442,32030,11,124,31,23,0,4,13,0.3971454563137717,0.33304048503597866,0.2698140586502498,18,315.4992358669302,52.274416383546786,220.22174061886062,522.5188050591128
489,8239,498,389,1554,31873,32,102,160,13,0,2,16,0.2942881712581521,0.4060221196581357,0.29968970908371206,19,231.45815504167226,349.27060636354804,147.057412752419,605.6542136040558
343,15489,48,317,1547,1619,11,23,27,4,2,3,13,0.5088172206916324,0.3477105066013219,0.14347227270704555,14,351.88661822290123,124.41160249839437,266.23830793731383,475.5858359176708
51,59017,280,230,431,34650,18,148,105,17,0,4,11,0.40728022992903634,0.29756033908887614,0.2951594309820875,6,254.51213158275453,157.98166818777577,210.01484599100385,517.57340756959
282,62877,896,317,537,26372,27,137,104,41,0,4,15,0.45642786983726485,0.3164026815887323,0.2271694485740029,8,88.68357934090064,60.69879873386883,187.1970568666308,494.4177762361395
777,44125,806,429,1711,4642,18,109,182,18,2,1,0,0.4150603914734756,0.4459837926105972,0.13895581591592732,7,188.71742637312045,67.61137404018471,201.29372212647735,645.3916542974949
886,50922,166,133,273,29001,23,77,187,11,0,1,12,0.34617713497494595,0.41175698189501675,0.24206588313003727,18,247.2466951783134,273.4580893518221,243.17662196446395,689.5511791522736
590,95074,84,431,658,35064,11,100,69,17,0,0,5,0.4330044119803352,0.2918690303094547,0.27512655771021016,18,39.46867485174253,346.3512989756777,251.10087253249083,795.839010063841
504,33049,893,240,626,30290,21,145,61,16,2,0,16,0.30072658638490424,0.41514162139547567,0.28413179221962004,15,34.994938491860644,234.60074580969368,126.80086941214024,500.61447264237506
88,38131,809,187,1996,15122,44,141,33,29,0,2,11,0.4365812739713144,0.3541071739940442,0.20931155203464136,19,73.35000520052026,269.8097552014817,77.14902673603633,534.1971236328073
540,43944,139,72,758,25820,5,161,86,23,0,2,18,0.4299365503776484,0.3181725209497896,0.251890928672562,2,114.30758574023271,285.2598644400464,82.47245069882379,534.0487355785953
711,74963,696,494,125,3895,23,127,113,10,2,2,5,0.43532573577536127,0.3160156183873282,0.24865864583731048,8,173.8989563794263,118.04278197523547,244.19594677750555,625.6540247686145
505,25285,983,125,919,6366,41,57,105,34,2,2,6,0.5413885146882191,0.22637568229444527,0.23223580301733557,11,193.29255870952912,45.151926358272,322.4125507319872,474.931471130411
729,38626,93,200,704,9711,25,75,55,22,1,4,0,0.4825457453659911,0.3632303038198635,0.15422395081414533,18,76.23924899419542,30.627369212921476,167.18125324575985,514.0132443796166
812,43808,31,71,505,20596,41,149,112,16,0,4,0,0.4162494803353314,0.34542755415699544,0.2383229655076732,13,255.58617900380332,147.46750978959625,86.7892537103699,593.3986816053385
219,89464,468,265,331,19793,10,197,12,0,1,0,4,0.31269511277555906,0.31147007439963353,0.3758348128248073,9,229.70625066833918,110.8905164467374,283.4618369284413,660.6825030976679
987,54871,548,492,632,9199,22,35,183,14,1,1,5,0.35693103107596413,0.3718951991000377,0.2711737698239982,9,128.64547311178868,50.876437891477195,308.88397393051525,694.9765065643396
716,20198,716,16,1942,11717,19,172,17,31,2,1,15,0.4648993853341122,0.33048692833421095,0.20461368633167692,17,34.57606095082282,90.14197798537836,324.9951184455238,436.8514794068318
987,20758,858,164,1673,37191,1,163,181,8,0,3,15,0.38116584623386973,0.3756352742952388,0.2431988794708915,7,56.0120516433524,71.7071309197625,233.28852868610062,521.8055518544074
592,16254,391,101,1911,11211,7,21,112,14,0,4,13,0.41963441980420346,0.37616609157165415,0.2041994886241423,9,161.21774979613122,336.48425750681906,318.3440673950084,531.5249940137728
905,45238,757,479,604,46550,4,126,170,27,2,2,0,0.43988565521631806,0.2760825110955157,0.2840318336881663,1,81.58140764050411,76.9895165088216,35.164011080216575,585.7817461658981
596,2252,449,23,1792,24360,1,79,38,23,1,2,12,0.4860947775065898,0.39985924084985425,0.11404598164355598,2,156.23456805957022,210.11223543587252,65.92399359279038,475.8106607612575
273,40764,613,464,278,22542,15,188,188,34,2,3,19,0.5496333674578678,0.32971205659989505,0.12065457594223705,4,240.44117251096895,228.69049496257514,61.01298246245308,473.24825422741395
861,78709,998,238,231,32312,40,99,169,21,0,1,9,0.47263013369819357,0.4158501739670536,0.11151969233475287,14,213.32453833955998,212.0689683323923,268.7225692253355,746.9401257602224
534,38441,30,95,1946,46242,12,183,78,26,2,2,9,0.462802416600606,0.295212144538065,0.241985438861329,4,107.44392085102707,63.18390546235597,53.30989748709897,430.32516057475846
160,93234,312,142,1578,37435,22,95,145,18,0,1,8,0.46820596113108726,0.30862780021863884,0.22316623865027396,2,145.18053457168207,136.79745118643467,196.28206477621285,629.0115457329935
514,54682,985,192,447,29247,22,160,150,44,1,3,12,0.536087284460529,0.29143401967871385,0.1724786958607573,8,235.70045148029794,47.17556137515635,188.35681104315685,511.0544430149155
848,60494,878,395,639,23357,47,172,181,11,0,1,2,0.3854036521801862,0.3368012953558607,0.2777950524639533,18,318.3864343945553,162.54942122226586,134.08568039201072,773.0219415884169
676,82317,964,71,871,42045,17,163,29,19,1,1,17,0.5046903586704617,0.3426489903979843,0.1526606509315539,19,282.3265019775239,93.18064197598332,321.58573193060346,599.730549139769
50,66215,93,228,1529,28691,29,147,97,0,1,1,19,0.464038251999577,0.3653309518463231,0.17063079615409985,14,215.389008989194,218.14689865026722,87.09512262979865,529.8831197484539
870,79587,783,414,175,13424,46,17,57,20,0,2,1,0.4404395018490981,0.29466428264741884,0.264896215503483,10,151.36815443602288,262.0908119394487,148.07503277374536,761.5707731134754
196,7949,668,255,678,19852,14,37,195,48,0,0,16,0.39379394755928837,0.37397934400405597,0.23222670843665574,17,152.29217797650483,208.26015316857666,289.3474525076812,585.746147712792
303,56393,962,239,953,23601,20,194,66,44,1,4,18,0.28243278400926014,0.4511254309274584,0.2664417850632814,8,324.6047989385727,175.4692933648176,40.19147532175022,463.9187868694147
417,74553,462,88,1615,19020,48,150,70,0,2,1,12,0.33225474194225246,0.5144473903798777,0.15329786767786993,14,43.14659797358304,159.75669598699196,255.4383840825335,507.5495841212636
630,7941,396,158,293,9155,33,108,145,9,0,1,12,0.29153399949025477,0.3630257995108383,0.3454402009989068,8,360.97418588078745,311.96674231249625,303.4932383311261,651.4864778509752
345,26934,516,147,1285,4583,43,122,105,46,1,1,0,0.34770013384915704,0.37525589405453846,0.27704397209630444,5,252.56576263527336,103.48830179686547,342.309726010786,597.8603088703086
43,24386,266,480,446,16515,15,143,6,31,1,0,1,0.30449817814433633,0.38539089052066466,0.310110931334999,16,258.18112918925084,275.96314374217104,323.55937456464744,686.5371961684149
271,62886,579,323,1050,37777,12,186,39,38,2,3,0,0.40157178776393515,0.39817975917132037,0.2002484530647444,8,42.72927549708862,283.7565787879399,136.99367913928455,533.892367153389
806,76745,901,385,1484,20710,40,196,69,21,0,2,4,0.38403205697308135,0.4208158667702639,0.19515207625665473,10,232.85230708857617,170.43200243569606,226.43198734318912,746.961110945909
375,84251,943,432,1892,44178,20,195,192,17,1,0,2,0.4292643002661308,0.3036192008389226,0.26711649889494665,8,192.40065013029974,129.59570074058917,55.893320205406056,698.3614597720493
594,95456,536,398,1707,25532,30,148,67,47,2,1,6,0.3406279807187103,0.27799292596644004,0.38137909331484965,9,65.43593380951245,187.6313978254017,116.38645118858288,605.8405980415812
927,54413,171,74,1210,19601,38,103,48,45,1,0,12,0.4419009291090346,0.43499022113868946,0.12310884975227603,18,123.1038736077353,61.226665174054,61.56449688041498,593.1515100634929
369,57800,966,22,1385,5967,3,197,51,31,0,0,17,0.3945161714134021,0.35369037704553796,0.25179345154105987,3,328.25534283157316,45.386560796745144,135.5877422015779,586.172721250123
121,98239,172,222,313,19753,28,139,113,26,2,0,6,0.4815286339439569,0.3086951625989109,0.2097762034571323,17,214.24611931509423,67.38707181638375,323.1877165086742,600.3417142503515
396,43318,841,483,1788,21022,26,143,106,27,1,3,0,0.4435184421252038,0.3586303565193494,0.19785120135544682,15,168.49455268325943,92.69358553984577,146.30089129088805,595.5779602275954
985,71173,802,251,1845,44463,30,80,28,17,2,4,4,0.3537771654008462,0.406601346435356,0.23962148816379777,17,54.34852220667167,198.89923481324442,218.23586450547785,538.8416561241385
484,71390,801,222,672,10135,13,86,148,38,0,2,16,0.336954589303638,0.3666198419782003,0.2964255687181617,8,269.2307116797724,314.4607731139759,175.18258411850516,637.5557627005599
457,53329,533,190,879,6722,13,141,77,48,2,3,7,0.3731378065387772,0.4329567453270378,0.19390544813418498,2,265.4550258376709,108.94018121989514,183.73703564007633,497.25774806361494
538,44088,795,347,361,28413,2,60,8,28,0,3,14,0.334872319932319,0.4305576439218975,0.2345700361457836,17,235.70460833580879,343.27927360017065,354.806637365247,645.0699704388594
805,40811,280,494,829,28236,37,198,174,17,1,4,19,0.5246433764685222,0.32275630693255525,0.15260031659892262,18,200.93798648391748,349.89414949322617,129.21174686839242,571.4202396116883
972,56479,501,182,382,16514,49,45,75,43,0,3,3,0.4421056749194798,0.37886031056509256,0.1790340145154278,5,175.31777473946985,351.2330426231438,240.1536972902624,704.8796196001794
64,86392,217,169,1771,44896,38,31,41,7,1,0,1,0.31249934823832287,0.37715096271906473,0.31034968904261234,9,228.74581615097742,310.5835161165685,170.72099430911476,674.1216798449384
235,88369,548,173,1590,38212,2,14,178,30,1,0,4,0.3195421686283736,0.2989688686934571,0.3814889626781693,9,108.18747632901625,151.88138866723642,50.48397065097488,603.0973735273801
110,20963,593,474,1503,41386,36,43,183,33,0,1,0,0.3436420050977962,0.3635845390315575,0.29277345587064624,2,345.321786499512,54.34911018587873,193.92582859411905,675.1582544340511
961,56123,69,492,461,21331,26,144,178,6,1,3,4,0.43512239578226514,0.38581342402003843,0.1790641801976964,2,227.2461672753769,220.55427514177578,302.4700152301113,701.0761410175928
591,93705,439,197,1572,19060,11,168,197,35,2,1,5,0.45345217973516777,0.3269735400259946,0.21957428023883754,19,134.24946885871614,217.1582837189733,63.082244508365605,600.1396939148035
901,74477,994,404,540,2196,8,53,127,17,1,2,1,0.29803532035818725,0.40534902923948285,0.29661565040232996,3,180.64275004652768,314.7418819817145,53.313268877763505,713.9486893154585
417,15388,666,200,192,13297,44,43,19,37,0,0,0,0.261531585802048,0.4150144473730871,0.3234539668248649,17,299.9044042737589,363.6570020669452,81.46655933174434,714.6137442189913
31,6569,614,414,1744,3787,40,97,154,8,2,2,3,0.29992335519811414,0.42453438852094355,0.2755422562809423,14,84.14138034464963,200.23269769764943,286.0740373154175,486.69209544165375
419,70836,318,317,852,24816,43,4,165,8,2,4,6,0.2730150745130628,0.37064683279974797,0.3563380926871893,14,128.09993352418724,145.64335039832773,272.5384536884872,482.7581601067427
595,37586,529,265,966,41695,22,108,71,45,1,0,0,0.45971895915320693,0.24795333735006084,0.29232770349673215,14,257.63518761674607,92.27707337134945,219.28095258354705,668.854860984943
135,13015,600,192,1547,20702,20,26,64,7,1,2,0,0.2639186547742077,0.39655915431700745,0.3395221909087849,6,135.688884171545,31.607941313819197,186.85584537103185,483.86924357945475
801,46002,36,126,241,26242,8,115,181,34,0,4,7,0.44577081285086595,0.3996425605150177,0.1545866266341163,3,295.4880634235911,200.55308698377453,327.58914792537837,622.3621896805494
851,7254,695,291,1414,3176,29,86,112,17,2,2,19,0.5573922124075973,0.31991465610984005,0.12269313148256257,1,73.70191820441588,216.09875334536957,286.84377098421663,479.20068237960237
506,18144,571,205,1555,21127,40,103,23,4,0,4,15,0.32445705552891085,0.3949295535796146,0.28061339089147463,16,285.4998671022938,306.35439073882816,302.0006541861047,545.4174382971378
732,25214,208,43,848,42560,26,122,127,13,1,4,12,0.40427049589522124,0.3437132953146342,0.25201620879014464,4,52.89782447493969,199.0332842440882,302.44287095246915,442.5270376391147
431,81719,396,61,1975,28228,30,78,174,27,2,0,17,0.5192743710682517,0.33169836209501036,0.14902726683673795,1,34.218525243610756,337.01689680312893,245.31024683976193,544.79929402783
759,72774,358,121,1947,21208,17,42,198,29,0,1,19,0.5279207748773355,0.2880687228862858,0.18401050223637858,17,330.9048788087743,240.4079646514309,183.43489914584185,668.9713306892686
585,7090,969,261,1812,29482,20,96,82,3,0,4,9,0.3597230806127172,0.37790154498064454,0.2623753744066382,18,224.74863767232003,311.51263980406287,319.66704711619286,575.3201922970516
191,12637,949,91,752,10171,16,30,62,38,0,4,11,0.486156662975304,0.29380027537634734,0.22004306164834875,8,147.86201052408182,79.68108116059528,340.212484897089,441.55735241180554
231,23415,702,241,800,36219,46,98,184,19,0,0,0,0.471436966043963,0.357309899790685,0.17125313416535182,2,107.91920338288989,316.53760365127545,37.97502449154491,674.5048938411087
987,25071,545,236,1097,34396,43,16,182,24,0,1,9,0.366061462656599,0.36393905933935894,0.269999478004042,18,236.6567373923734,256.17319123868924,47.27088254419419,680.5673942717483
299,59243,837,242,148,43589,7,82,59,27,2,3,8,0.4605636283657585,0.3123760064478062,0.22706036518643538,16,200.5157314848073,87.02806586684073,351.1790044643265,486.5171634986175
892,42240,387,230,1425,41546,16,109,98,11,0,3,2,0.41054806088192103,0.28392052936362044,0.30553140975445847,10,362.18525480254505,93.57079197891363,122.84880563780524,657.2400100896052
845,84807,908,445,980,4696,45,181,61,1,2,1,18,0.42828617824417825,0.4147356554206194,0.1569781663352024,8,359.37735552900483,340.3777073798141,322.57876228255526,703.9228508104568
300,34434,925,422,1313,21058,47,189,29,42,0,2,8,0.5070413713038888,0.24111420677893514,0.25184442191717615,12,242.7332296574392,40.792145750874916,160.2463648520699,602.9387323182327
485,70724,567,431,1259,21313,48,31,21,13,1,0,9,0.5058122027509022,0.24866219872337916,0.24552559852571862,16,178.36161954547333,184.94920600406155,69.89851929913414,671.6034837837933
491,76697,536,51,654,20149,27,167,125,21,1,1,18,0.4230037326213175,0.42410726828051987,0.15288899909816256,12,194.5322246601118,135.01422212792403,56.94847207012698,533.172073386711
756,29732,162,30,503,46740,23,140,156,30,0,3,15,0.2537361641686237,0.4270828585730925,0.3191809772582838,11,258.63048718934874,252.8009423994734,82.43014619195293,535.8380753631708
281,12314,743,51,991,42075,24,34,168,22,1,4,17,0.5007934393475072,0.27116052349390396,0.22804603715858884,19,64.02747231885276,311.2758448356123,113.71422028056718,368.5537090658332
731,24954,215,406,964,5956,9,132,41,47,2,3,13,0.5197305161524637,0.2703465400900617,0.20992294375747458,1,139.9979447265906,150.7266707214508,193.65364856682677,488.9624942924183
325,58108,464,122,701,11195,35,28,97,19,0,4,2,0.41807096426458007,0.3813613383954609,0.20056769733995902,3,55.21620073620729,173.01219925315047,265.0017966895375,546.9752837871492
754,88044,282,114,1930,18076,20,69,192,37,2,0,1,0.4800847661888285,0.35422601091699285,0.1656892228941787,12,54.57585443816805,358.94245780797377,360.44352312257547,691.4323507866825
749,88505,903,201,440,2105,37,152,30,3,0,4,0,0.524082226497457,0.28444298557085473,0.1914747879316882,9,95.6061460345683,292.6120307425329,177.9047590018723,666.7319988422444
778,37668,245,26,1880,16417,42,94,157,14,1,1,17,0.3640222119538106,0.3513998552025293,0.28457793284366006,5,192.559840288731,330.56338386215015,203.5919556849418,561.3411216640875
367,24061,861,129,803,25729,17,21,111,23,2,4,8,0.34607718956199857,0.45641779106214675,0.19750501937585463,1,292.89939758953443,176.98534391829597,204.80825996339064,433.6876643229365
908,80252,749,402,417,47956,47,193,145,24,1,2,12,0.3558130430315061,0.3389175436490026,0.30526941331949137,10,192.6411235405673,108.4155283346786,210.71050908845856,640.3792364868976
82,40749,530,434,717,31099,31,172,121,0,1,1,1,0.4107428749942935,0.37621179647690867,0.21304532852879773,17,142.38466453789135,167.97426090446132,203.44312012999487,620.9565612078155
821,17907,687,138,1486,33598,8,68,16,6,0,0,6,0.5202463682447465,0.2938908526025375,0.18586277915271612,4,57.588251762813975,269.890792473557,32.939542945742474,654.9479953265886
951,19777,953,139,1945,30961,15,88,37,30,2,1,15,0.42861285449696246,0.42168250220869274,0.1497046432943448,15,214.3490002663484,66.65918562005308,30.57781540679664,493.1447777160655
246,94229,965,69,481,13602,31,71,141,11,1,2,18,0.3972297020233191,0.34820667234613273,0.2545636256305482,19,120.87497647186422,120.60715038153046,62.71821657225118,471.64755255521527
793,52745,840,57,332,10256,30,128,109,41,0,0,14,0.3481689627670291,0.3780121290572054,0.2738189081757655,8,236.0029496022444,45.62302665463278,64.0214621487749,617.9500563285012
217,92865,735,38,1900,21584,46,171,183,4,0,3,10,0.39084433482152775,0.45651165742980604,0.1526440077486662,15,357.35789260936014,174.83649234327407,266.14046449985665,610.7492281540715
409,82818,510,106,1467,47980,20,86,21,43,0,2,0,0.39636734715555005,0.4353793517046745,0.16825330113977538,7,67.2902976949793,307.1943215531704,98.64687089285992,662.7499330098626
522,24624,126,19,1672,35681,39,95,194,49,1,0,6,0.3453589795393126,0.2940981036175103,0.360542916843177,15,101.06200857184987,38.26233557983362,329.7292250931303,533.6626492236576
70,24321,395,251,916,26792,12,74,55,41,0,4,19,0.4889854368592135,0.33314994737615183,0.1778646157646346,8,188.48667026329053,256.2333814804006,341.0831204083015,481.3037430145105
186,11488,353,323,652,22904,49,166,118,37,2,1,7,0.3697066045043555,0.293149579990923,0.3371438155047215,10,354.4856281408864,342.3861179621028,356.92426819512605,578.8616117173265
44,23574,593,453,1652,44361,17,53,146,11,2,0,9,0.37424545452495056,0.3952886411487842,0.23046590432626526,18,288.5562750504485,109.37083360624607,344.59223713715176,574.4763139307992
842,6240,404,241,955,35540,42,87,56,38,1,1,4,0.2933768983069983,0.45741187133042316,0.24921123036257833,4,330.9067797095481,262.36767164376215,121.08258784270575,654.8904844877775
94,44221,73,286,1912,27536,30,156,171,17,2,4,8,0.4769878435566355,0.34313350371844686,0.1798786527249177,15,141.79447423939064,356.6591368685671,200.7752429756767,462.4906534682792
886,11478,726,293,918,20164,29,53,34,1,0,0,0,0.5406585478724901,0.307062579761018,0.15227887236649193,11,362.3328887158292,352.36315015107516,88.77741501597524,801.3241588822673
868,56645,730,212,1694,13996,19,15,113,9,1,3,1,0.3850330909788545,0.36063462505135946,0.25433228396978597,3,64.44899338149273,108.70127966476299,300.0802344827651,589.1265278218082
550,20262,81,256,282,3871,46,98,124,14,0,2,18,0.4555623918572594,0.40193099717507524,0.1425066109676654,15,47.74592352544378,63.61090282604302,327.6246212232722,527.7116089449719
373,53796,798,299,1164,47002,11,19,128,29,1,0,13,0.36742966419498163,0.42560935698886454,0.2069609788161539,3,316.6268800630994,79.67465019513185,315.1817611646675,635.9249112815287
158,5432,283,273,1674,23626,34,45,51,43,1,4,19,0.4145946237386804,0.32552199797448494,0.25988337828683455,15,340.63373151934036,265.1819489415176,175.17792781343968,433.32935669033066
677,96257,999,452,496,11521,7,194,84,16,0,0,9,0.5726759332125958,0.25183217544625186,0.17549189134115234,6,60.34609477794409,273.1292232768473,284.15575137007164,791.9569368050338
501,65291,329,223,1827,44410,44,192,197,3,2,1,8,0.4548233871131127,0.3342414505256616,0.2109351623612257,1,67.99818795985689,255.86924814544668,62.68902180805026,548.858380956123
92,80104,347,209,878,2132,34,126,164,6,2,0,9,0.44759593069438275,0.31361985797044517,0.23878421133517203,14,41.11334284818423,142.58625989364975,43.481998157448984,512.1567251092612
168,60399,375,442,1617,34467,20,57,64,40,1,3,5,0.50652499366933,0.26151973203702683,0.23195527429364313,16,65.01003348531256,86.87527481897092,282.3341987934349,543.5269740217836
528,80714,504,88,1782,15534,38,180,178,30,0,0,16,0.2906944309278859,0.37591188962827965,0.3333936794438344,1,100.1556386280941,224.55496580400478,172.49401690010905,628.9824693331348
622,51428,616,410,1006,24854,24,110,128,38,0,2,5,0.2939964335210234,0.3448082758982121,0.3611952905807645,17,354.9756673348503,192.03294932888528,363.5090036877557,727.7485867743984
421,88731,175,453,1456,43998,10,128,20,33,1,0,3,0.4181420208943366,0.3952358663841197,0.18662211272154366,8,253.73317445029295,274.15943928597164,62.58016231160335,757.8252443790138
704,1302,553,352,226,40065,32,80,180,5,2,1,19,0.386470018151021,0.3871983164638194,0.22633166538515956,18,290.8152635487116,177.85562635968319,316.6352733143033,530.0171610359565
448,83558,20,353,1681,46607,15,193,15,49,0,0,2,0.40778136521877795,0.32578859459470155,0.2664300401865205,16,290.0067002366599,143.44429771996693,190.79432695221223,774.7601240488718
318,1055,310,182,1680,8812,37,156,122,37,2,3,18,0.4545717068720472,0.31387161829686544,0.23155667483108736,6,209.2497061760369,128.3153234152698,307.0953154937988,374.43433049388636
408,9717,738,476,100,5557,20,83,60,44,2,4,17,0.41534437669645063,0.3738892187007509,0.2107664046027985,10,297.15880753386074,100.84255721666509,303.7376395269985,440.3223057544102
802,29699,810,78,1291,3179,3,69,53,33,1,0,3,0.35768808212105363,0.2861395095193875,0.3561724083595589,10,229.59552335063984,119.02503602253158,336.8573204562959,635.4530650478473
519,74686,111,425,1743,44798,37,7,167,43,1,0,7,0.43538802658729453,0.3524309696070742,0.21218100380563124,5,135.3729426971248,61.76819701277395,129.77975378084443,665.9811226316078
260,68661,434,437,118,10065,40,28,25,14,2,2,16,0.5429441179829327,0.2418808714968619,0.21517501052020538,12,217.97188643741424,146.19709866117802,348.18278340977105,535.3905160640113
70,45247,401,458,1455,9275,8,111,79,13,0,3,4,0.3844363431696906,0.3287151352436168,0.28684852158669266,17,208.725376355062,42.250887141590994,80.8084317198028,572.0334598264307
57,17748,788,96,683,48857,40,178,64,5,0,4,12,0.540987328864746,0.24360269464633788,0.21540997648891608,14,305.85677300937243,92.44863880071948,57.459540493819325,434.6681273782239
164,5621,223,110,555,36948,44,160,99,49,1,1,0,0.48532667785356814,0.2336916572344149,0.280981664912017,14,358.87861782285574,280.1680989475087,174.59119831973698,587.7418281272311
